id,folder,display_name,description,type,units,domain,labels,calculation,commonly_used,forms
v4tpa,Clinical Data/Diagnostic Studies/Electrocardiogram,V4: Maximum amplitude of the T-wave,,numeric,millimeters,,,,,
v5pa,Clinical Data/Diagnostic Studies/Electrocardiogram,V5: Minimum amplitude of the P-wave,,numeric,millimeters,,,,,
v5ppa,Clinical Data/Diagnostic Studies/Electrocardiogram,V5: Maximum amplitude of the P-wave,,numeric,millimeters,,,,,
v5qa,Clinical Data/Diagnostic Studies/Electrocardiogram,V5: Absolute amplitude of the Q-wave,,numeric,millimeters,,,,,
v5qd,Clinical Data/Diagnostic Studies/Electrocardiogram,V5: Duration of the Q-wave,,numeric,milliseconds,,,,,
v5ra,Clinical Data/Diagnostic Studies/Electrocardiogram,V5: Absolute amplitude of the R-wave,,numeric,millimeters,,,,,
v5rd,Clinical Data/Diagnostic Studies/Electrocardiogram,V5: Duration of the R-wave,,numeric,milliseconds,,,,,
v5rpa,Clinical Data/Diagnostic Studies/Electrocardiogram,V5: Amplitude of the secondary R-wave,,numeric,millimeters,,,,,
v5rpd,Clinical Data/Diagnostic Studies/Electrocardiogram,V5: Duration of the secondary R-wave,,numeric,milliseconds,,,,,
v5sa,Clinical Data/Diagnostic Studies/Electrocardiogram,V5: Absolute amplitude of the S-wave,,numeric,millimeters,,,,,
v5sd,Clinical Data/Diagnostic Studies/Electrocardiogram,V5: Duration of the S-wave,,numeric,milliseconds,,,,,
v5spa,Clinical Data/Diagnostic Studies/Electrocardiogram,V5: Amplitude of the secondary S-wave,,numeric,millimeters,,,,,
v5ste,Clinical Data/Diagnostic Studies/Electrocardiogram,V5: Amplitude of the S-T wave at the endpoint,,numeric,millimeters,,,,,
v5stj,Clinical Data/Diagnostic Studies/Electrocardiogram,V5: Amplitude of the S-T wave at the J-point,,numeric,millimeters,,,,,
v5stm,Clinical Data/Diagnostic Studies/Electrocardiogram,V5: Amplitude of the S-T wave at the midpoint,,numeric,millimeters,,,,,
v5ta,Clinical Data/Diagnostic Studies/Electrocardiogram,V5: Minimum amplitude of the T-wave,,numeric,millimeters,,,,,
v5tpa,Clinical Data/Diagnostic Studies/Electrocardiogram,V5: Maximum amplitude of the T-wave,,numeric,millimeters,,,,,
v6pa,Clinical Data/Diagnostic Studies/Electrocardiogram,V6: Minimum amplitude of the P-wave,,numeric,millimeters,,,,,
v6ppa,Clinical Data/Diagnostic Studies/Electrocardiogram,V6: Maximum amplitude of the P-wave,,numeric,millimeters,,,,,
v6qa,Clinical Data/Diagnostic Studies/Electrocardiogram,V6: Absolute amplitude of the Q-wave,,numeric,millimeters,,,,,
v6qd,Clinical Data/Diagnostic Studies/Electrocardiogram,V6: Duration of the Q-wave,,numeric,milliseconds,,,,,
v6ra,Clinical Data/Diagnostic Studies/Electrocardiogram,V6: Absolute amplitude of the R-wave,,numeric,millimeters,,,,,
v6rd,Clinical Data/Diagnostic Studies/Electrocardiogram,V6: Duration of the R-wave,,numeric,milliseconds,,,,,
v6rpa,Clinical Data/Diagnostic Studies/Electrocardiogram,V6: Amplitude of the secondary R-wave,,numeric,millimeters,,,,,
v6rpd,Clinical Data/Diagnostic Studies/Electrocardiogram,V6: Duration of the secondary R-wave,,numeric,milliseconds,,,,,
v6sa,Clinical Data/Diagnostic Studies/Electrocardiogram,V6: Absolute amplitude of the S-wave,,numeric,millimeters,,,,,
v6sd,Clinical Data/Diagnostic Studies/Electrocardiogram,V6: Duration of the S-wave,,numeric,milliseconds,,,,,
v6spa,Clinical Data/Diagnostic Studies/Electrocardiogram,V6: Amplitude of the secondary S-wave,,numeric,millimeters,,,,,
v6ste,Clinical Data/Diagnostic Studies/Electrocardiogram,V6: Amplitude of the S-T wave at the endpoint,,numeric,millimeters,,,,,
v6stj,Clinical Data/Diagnostic Studies/Electrocardiogram,V6: Amplitude of the S-T wave at the J-point,,numeric,millimeters,,,,,
v6stm,Clinical Data/Diagnostic Studies/Electrocardiogram,V6: Amplitude of the S-T wave at the midpoint,,numeric,millimeters,,,,,
v6ta,Clinical Data/Diagnostic Studies/Electrocardiogram,V6: Minimum amplitude of the T-wave,,numeric,millimeters,,,,,
v6tpa,Clinical Data/Diagnostic Studies/Electrocardiogram,V6: Maximum amplitude of the T-wave,,numeric,millimeters,,,,,
ventrate,Clinical Data/Diagnostic Studies/Electrocardiogram,Ventricular heart rate,,numeric,beats per minute,,,,,
visitecg,Clinical Data/Diagnostic Studies/Electrocardiogram,Date of visit,,date,,,,,,
baseartd,Clinical Data/Diagnostic Studies/Lung Function/Brachial Reactivity,Arterial Diameter Result,,numeric,millimeters,,,,,
baseartv,Clinical Data/Diagnostic Studies/Lung Function/Brachial Reactivity,Arterial Diameter Doppler Velocity,,numeric,meters per second,,,,,
basedia,Clinical Data/Diagnostic Studies/Lung Function/Brachial Reactivity,Baseline 2D Image BP diastolic,,numeric,millimeters of mercury,,,,,
baseflow,Clinical Data/Diagnostic Studies/Lung Function/Brachial Reactivity,Baseline flow volume,,numeric,,,,,,
basehr2d,Clinical Data/Diagnostic Studies/Lung Function/Brachial Reactivity,Baseline 2D Image HR,,numeric,beats per minute,,,,,
basesys,Clinical Data/Diagnostic Studies/Lung Function/Brachial Reactivity,Baseline 2D Image BP systolic,,numeric,millimeters of mercury,,,,,
brcomm,Clinical Data/Diagnostic Studies/Lung Function/Brachial Reactivity,comments 1,,text,,,,,,
brcomm3,Clinical Data/Diagnostic Studies/Lung Function/Brachial Reactivity,comments 3,,text,,,,,,
brlstcig,Clinical Data/Diagnostic Studies/Lung Function/Brachial Reactivity,Last Cigarette,,choices,,cigarette,,,,
btcomm2,Clinical Data/Diagnostic Studies/Lung Function/Brachial Reactivity,comments 2,,text,,,,,,
hypbpdia,Clinical Data/Diagnostic Studies/Lung Function/Brachial Reactivity,Hyperemia/FMV One minute Cuff Release 2D Image BP diastolic,,numeric,millimeters of mercury,,,,,
hypbpsys,Clinical Data/Diagnostic Studies/Lung Function/Brachial Reactivity,Hyperemia/FMV One minute Cuff Release 2D Image BP systolic,,numeric,millimeters of mercury,,,,,
hypflow,Clinical Data/Diagnostic Studies/Lung Function/Brachial Reactivity,Hyperemia flow volume,,numeric,milliliters,,,,,
hypfmvd,Clinical Data/Diagnostic Studies/Lung Function/Brachial Reactivity,FMV Arterial Diameter Result,,numeric,millimeters,,,,,
hypfmvv,Clinical Data/Diagnostic Studies/Lung Function/Brachial Reactivity,FMV Arterial Diameter Doppler Velocity,,numeric,meters per second,,,,,
hyphr,Clinical Data/Diagnostic Studies/Lung Function/Brachial Reactivity,Hyperemia/FMV One minute Cuff Release 2D Image HR,,numeric,beats per minute,,,,,
pctchg_d,Clinical Data/Diagnostic Studies/Lung Function/Brachial Reactivity,Percent Change diameter,,numeric,percent,,,,,
pctchg_flow,Clinical Data/Diagnostic Studies/Lung Function/Brachial Reactivity,Percent Change in flow volume,,numeric,percent,,,,,
pctchg_v,Clinical Data/Diagnostic Studies/Lung Function/Brachial Reactivity,Percent Change velocity,,numeric,percent,,,,,
visitbr,Clinical Data/Diagnostic Studies/Lung Function/Brachial Reactivity,Date of visit,,date,,,,,,
eno,Clinical Data/Diagnostic Studies/Lung Function/Nitric Oxide Analysis,Expired Nitric Oxide,,numeric,ppm,,,,,
noambair,Clinical Data/Diagnostic Studies/Lung Function/Nitric Oxide Analysis,Ambient Air,,numeric,ppm,,,,,
noavgdev,Clinical Data/Diagnostic Studies/Lung Function/Nitric Oxide Analysis,Nitric Oxide Percent Average Standard Deviation,,numeric,percent,,,,,
plateau1,Clinical Data/Diagnostic Studies/Lung Function/Nitric Oxide Analysis,Plateau 1,,numeric,ppm,,,,,
plateau2,Clinical Data/Diagnostic Studies/Lung Function/Nitric Oxide Analysis,Plateau 2,,numeric,ppm,,,,,
plateau3,Clinical Data/Diagnostic Studies/Lung Function/Nitric Oxide Analysis,Plateau 3,,numeric,ppm,,,,,
expsaw,Clinical Data/Diagnostic Studies/Lung Function/Spirometry,Spirometry:  expiratory sawtooth pattern,,choices,,noyes01,,,,
f2575ppk,Clinical Data/Diagnostic Studies/Lung Function/Spirometry,Percent of Knudson predictor: FEF 25%-75% (including race correlation),,numeric,percent,,,,,
fef25,Clinical Data/Diagnostic Studies/Lung Function/Spirometry,Spirometry:  forced expiratory flow at 25,,numeric,,,,,,
fef2575,Clinical Data/Diagnostic Studies/Lung Function/Spirometry,Spirometry: Forced expiratory flow (FEF) 25-75% range,,numeric,,,,,,
fef25ppk,Clinical Data/Diagnostic Studies/Lung Function/Spirometry,Percent of Knudson predictor: FEF 25% (including race correlation),,numeric,percent,,,,,
fef50,Clinical Data/Diagnostic Studies/Lung Function/Spirometry,Spirometry:  forced expiratory flow at 50,,numeric,,,,,,
fef50ppk,Clinical Data/Diagnostic Studies/Lung Function/Spirometry,Percent of Knudson predictor: FEF 50% (including race correlation),,numeric,percent,,,,,
fef75,Clinical Data/Diagnostic Studies/Lung Function/Spirometry,Spirometry:  forced expiratory flow at 75,,numeric,,,,,,
fef75ppk,Clinical Data/Diagnostic Studies/Lung Function/Spirometry,Percent of Knudson predictor: FEF 75% (including race correlation),,numeric,percent,,,,,
fev1,Clinical Data/Diagnostic Studies/Lung Function/Spirometry,"Spirometry: forced expiratory volume (FEV), 1st second",,numeric,,,,,,
fev1ppk,Clinical Data/Diagnostic Studies/Lung Function/Spirometry,Percent of Knudson predictor: FEV1 (including race correlation),,numeric,percent,,,,,
fvc,Clinical Data/Diagnostic Studies/Lung Function/Spirometry,Spirometry:  forced vital capacity,,numeric,,,,,,
fvcppk,Clinical Data/Diagnostic Studies/Lung Function/Spirometry,Percent of Knudson predictor: FVC (including race correlation),,numeric,percent,,,,,
pef,Clinical Data/Diagnostic Studies/Lung Function/Spirometry,Spirometry:  peak expiratory flow,,numeric,,,,,,
pefppk,Clinical Data/Diagnostic Studies/Lung Function/Spirometry,Percent of Knudson predictor: PEF (including race correlation),,numeric,percent,,,,,
pk2575,Clinical Data/Diagnostic Studies/Lung Function/Spirometry,Standardized Knudson predictor: FEF 25-75%,,numeric,,,,,,
pkfef25,Clinical Data/Diagnostic Studies/Lung Function/Spirometry,Standardized Knudson predictor: FEF 25%,,numeric,,,,,,
pkfef50,Clinical Data/Diagnostic Studies/Lung Function/Spirometry,Standardized Knudson predictor: FEF 50%,,numeric,,,,,,
pkfef75,Clinical Data/Diagnostic Studies/Lung Function/Spirometry,Standardized Knudson predictor: FEF 75%,,numeric,,,,,,
pkfev1,Clinical Data/Diagnostic Studies/Lung Function/Spirometry,Standardized Knudson predictor: FEV1,,numeric,,,,,,
pkfvc,Clinical Data/Diagnostic Studies/Lung Function/Spirometry,Standardized Knudson predictor: FVC,,numeric,,,,,,
pkpef,Clinical Data/Diagnostic Studies/Lung Function/Spirometry,Standardized Knudson predictor: PEF,,numeric,,,,,,
hosp,Clinical Data/Incident Outcomes,Hospitalized since last visit,,choices,,noyes01,cfs_lab_adult_child_questionnaire,,,baseline_lab_adult_child_questionnaire
hosphrt,Clinical Data/Incident Outcomes,Hospitalized for heart disease,,choices,,noyes01,cfs_lab_adult_child_questionnaire,,,baseline_lab_adult_child_questionnaire
hosptim,Clinical Data/Incident Outcomes,Times hospitalized since last visit,,numeric,,,cfs_lab_adult_child_questionnaire,,,baseline_lab_adult_child_questionnaire
injury,Clinical Data/Incident Outcomes,Has been injuries or accidents in family,,choices,,noyesdk_2,cfs_lab_adult_child_questionnaire,,,baseline_lab_adult_child_questionnaire
dead,Clinical Data/Incident Outcomes,Patient died,,choices,,noyes01,mortality,,,
icdcode1,Clinical Data/Incident Outcomes,Reason for death 1 (icd9code),,text,,,,,,
icdcode2,Clinical Data/Incident Outcomes,Reason for death 2 (icd9code),,text,,,,,,
icdcode3,Clinical Data/Incident Outcomes,Reason for death 3 (icd9code),,text,,,,,,
adiponectin,Clinical Data/Laboratory Tests,Adiponectin levels,,numeric,milligrams per decaliter,,,,,
adiponectin_comment,Clinical Data/Laboratory Tests,Adiponectin levels,,text,,,,,,
adiponectin_flag,Clinical Data/Laboratory Tests,"Adiponectin levels, test for normal levels",,choices,,bloodflag,,,,
adiponectin_orig,Clinical Data/Laboratory Tests,Adiponectin levels,,numeric,picograms per milliliter,,,,,
albumincat,Clinical Data/Laboratory Tests,Albumin excretion rate (race & sex adjusted) - categorical,,choices,,albumincat,,,,
catecholamine_cbal,Clinical Data/Laboratory Tests,Catecholamine Assay: Core Biochemical Assay Lab ID Number,,identifier,,,,,,
cbal,Clinical Data/Laboratory Tests,Core Biochemical Assay Lab ID Number,,identifier,,,,,,
cholesterol,Clinical Data/Laboratory Tests,Total cholesterol levels,,numeric,milligrams per deciliter,,,,,
cholesterol_flag,Clinical Data/Laboratory Tests,"Cholesterol levels, test for normal levels",,choices,,bloodflag,,,,
cholesterol_orig,Clinical Data/Laboratory Tests,Cholesterol levels,,numeric,milligrams per deciliter,,,,,
creatinine,Clinical Data/Laboratory Tests,Creatinine levels,,numeric,milligrams per deciliter,,,,,
creatinine_flag,Clinical Data/Laboratory Tests,"Creatinine levels, test for normal levels",,choices,,bloodflag,,,,
creatinine_gl,Clinical Data/Laboratory Tests,Creatinine levels,,numeric,grams per liter,,,,,
creatinine_orig,Clinical Data/Laboratory Tests,Creatinine levels,,numeric,milligrams per deciliter,,,,,
crp_diff,Clinical Data/Laboratory Tests,C-reactive protein levels - difference between AM and PM draw,,numeric,micrograms per milliliter,,,crppm - crpam,,
crp_pctchg,Clinical Data/Laboratory Tests,C-reactive protein levels - percent difference between AM and PM draw,,numeric,percent,,,,,
crpam,Clinical Data/Laboratory Tests,C-reactive protein levels - AM reading,,numeric,micrograms per milliliter,,,,,
crpam_flag,Clinical Data/Laboratory Tests,"C-reactive protein levels - AM reading, test for normal levels",,choices,,bloodflag,,,,
crpam_orig,Clinical Data/Laboratory Tests,C-reactive protein levels - AM reading,,numeric,micrograms per milliliter,,,,,
crppm,Clinical Data/Laboratory Tests,C-reactive protein levels - PM reading,,numeric,micrograms per milliliter,,,,,
crppm_flag,Clinical Data/Laboratory Tests,"C-reactive protein levels - PM reading, test for normal levels",,choices,,bloodflag,,,,
crppm_orig,Clinical Data/Laboratory Tests,C-reactive protein levels - PM reading,,numeric,micrograms per milliliter,,,,,
cryo,Clinical Data/Laboratory Tests,Cryo,,numeric,,,,,,
cystatinc,Clinical Data/Laboratory Tests,Cystatin C levels,,numeric,milligrams per liter,,,,,
cystatinc_comment,Clinical Data/Laboratory Tests,Cystatin C levels,,text,,,,,,
cystatinc_flag,Clinical Data/Laboratory Tests,"Cystatin C levels, test for normal levels",,choices,,bloodflag,,,,
cystatinc_orig,Clinical Data/Laboratory Tests,Cystatin C levels,,numeric,milligrams per liter,,,,,
ddimer_diff,Clinical Data/Laboratory Tests,D-dimer protein levels - difference between AM and PM draw,,numeric,nanograms per milliliter,,,,,
ddimeram,Clinical Data/Laboratory Tests,D-Dimer levels - AM reading,,numeric,nanograms per milliliter,,,,,
ddimeram_flag,Clinical Data/Laboratory Tests,"D-dimer protein levels - AM reading, test for normal levels",,choices,,bloodflag,,,,
ddimeram_orig,Clinical Data/Laboratory Tests,D-dimer protein levels - AM reading,,numeric,nanograms per milliliter,,,,,
ddimerpm,Clinical Data/Laboratory Tests,D-Dimer levels - PM reading,,numeric,nanograms per milliliter,,,,,
ddimerpm_flag,Clinical Data/Laboratory Tests,"D-dimer protein levels - PM reading, test for normal levels",,choices,,bloodflag,,,,
ddimerpm_orig,Clinical Data/Laboratory Tests,D-dimer protein levels - PM reading,,numeric,nanograms per milliliter,,,,,
ddimerstaram,Clinical Data/Laboratory Tests,D-Dimer levels - AM reading (Star reading),,numeric,nanograms per milliliter,,,,,
ddimerstaram_flag,Clinical Data/Laboratory Tests,"D-dimer protein levels - AM reading, test for normal levels (Star reading)",,choices,,bloodflag,,,,
ddimerstaram_orig,Clinical Data/Laboratory Tests,D-dimer protein levels - AM reading (star reading),,numeric,nanograms per milliliter,,,,,
dna,Clinical Data/Laboratory Tests,Has any active DNA sample,,choices,,noyes01,,,,
dna_active,Clinical Data/Laboratory Tests,Is DNA sample active?,,choices,,dnayesno,,,,
dna_ampbuccal,Clinical Data/Laboratory Tests,Has active amplified buccal DNA sample,,choices,,noyes01,,,,
dna_buccal,Clinical Data/Laboratory Tests,Has active buccal DNA sample,,choices,,noyes01,,,,
dna_conc,Clinical Data/Laboratory Tests,Concentration of best DNA sample,,numeric,micrograms per microliter,,,,,
dna_count,Clinical Data/Laboratory Tests,Estimated number of times extracted,,numeric,samples,,,,,
dna_reg,Clinical Data/Laboratory Tests,Has active regular DNA sample,,choices,,noyes01,,,,
dna_vol,Clinical Data/Laboratory Tests,Volume of best DNA sample,,numeric,micrograms,,,,,
dopamine,Clinical Data/Laboratory Tests,Dopamine levels,,numeric,micrograms per deciliter,,,,,
dopamine_flag,Clinical Data/Laboratory Tests,"Dopamine levels, test for normal levels",,choices,,bloodflag,,,,
dopamine_orig,Clinical Data/Laboratory Tests,Dopamine levels,,numeric,micrograms per deciliter,,,,,
epinephrine,Clinical Data/Laboratory Tests,Epinephrine levels,,numeric,micrograms per milliliter,,,,,
epinephrine_flag,Clinical Data/Laboratory Tests,"Epinephrine levels, test for normal levels",,choices,,bloodflag,,,,
epinephrine_orig,Clinical Data/Laboratory Tests,Epinephrine levels,,numeric,micrograms per milliliter,,,,,
fibrinogenam,Clinical Data/Laboratory Tests,Fibrinogen levels - AM reading,,numeric,milligrams per deciliter,,,,,
fibrinogenam_cbal,Clinical Data/Laboratory Tests,Fibrinogen AM Assay: Core Biochemical Assay Lab ID Number,,identifier,,,,,,
fibrinogenam_comment,Clinical Data/Laboratory Tests,Fibrinogen levels - AM reading,,text,,,,,,
fibrinogenam_flag,Clinical Data/Laboratory Tests,"Fibrinogen levels - AM reading, test for normal levels",,choices,,bloodflag,,,,
fibrinogenam_orig,Clinical Data/Laboratory Tests,Fibrinogen levels - AM reading,,numeric,milligrams per deciliter,,,,,
fibrinogenpm,Clinical Data/Laboratory Tests,Fibrinogen levels - PM reading,,numeric,milligrams per deciliter,,,,,
fibrinogenpm_flag,Clinical Data/Laboratory Tests,"Fibrinogen levels - PM reading, test for normal levels",,choices,,bloodflag,,,,
fibrinogenpm_orig,Clinical Data/Laboratory Tests,Fibrinogen levels - PM reading,,numeric,milligrams per deciliter,,,,,
gfr,Clinical Data/Laboratory Tests,Gender corrected formula for cystatin c,,numeric,milliliters per minute,,,,,
gfr_failure,Clinical Data/Laboratory Tests,Gender correction formula failure,,choices,,noyes01,,,,
ghrelinam,Clinical Data/Laboratory Tests,Ghrelin levels - AM reading,,numeric,picograms per milliliter,,,,,
ghrelinam_flag,Clinical Data/Laboratory Tests,"Ghrelin levels - AM reading, test for normal levels",,choices,,bloodflag,,,,
ghrelinam_orig,Clinical Data/Laboratory Tests,Ghrelin levels - AM reading,,numeric,picograms per milliliter,,,,,
glucose_fast,Clinical Data/Laboratory Tests,Fasting glucose levels,,numeric,milligrams per deciliter,,,,,
glucose_fast_flag,Clinical Data/Laboratory Tests,"Fasting glucose levels, test for normal levels",,choices,,bloodflag,,,,
